"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_2048","","hypothetical protein","4","25","79","78","4.819277108433735","75.72815533980582","0.1579746835443038","0.000205120834034952","1.0","0.290094170162245","15","4","13","0.007385253906249998","0.11846923828124997"
"srfAD","","hypothetical protein","78","78","5","25","93.97590361445783","24.271844660194176","5.0","0.0006296645319946851","1.0","0.290094170162245","11","9","4","0.06542968749999997","0.548828125"
"group_2254","","hypothetical protein","80","82","3","21","96.3855421686747","20.388349514563107","6.829268292682927","0.0006921712873798555","1.0","0.290094170162245","7","6","2","0.125","0.4531249999999996"
"group_2258","","hypothetical protein","80","82","3","21","96.3855421686747","20.388349514563107","6.829268292682927","0.0006921712873798555","1.0","0.290094170162245","6","5","2","0.21875000000000003","0.6875000000000002"
"group_2255","","hypothetical protein","81","85","2","18","97.59036144578313","17.475728155339805","8.576470588235294","0.0007098957863106903","1.0","0.290094170162245","3","3","1","0.25","1.0"
"group_1873","ehpR","hypothetical protein","59","48","24","55","71.08433734939759","53.398058252427184","2.8168402777777777","0.0009960678196625182","1.0","0.290094170162245","6","6","3","0.03125","1.0"
"group_1368","","hypothetical protein","81","86","2","17","97.59036144578313","16.50485436893204","8.005813953488373","0.00129296761322309","1.0","0.290094170162245","2","2","1","0.5","1.0"
"group_1987","","hypothetical protein","6","26","77","77","7.228915662650602","74.75728155339806","0.23076923076923078","0.0014850689775405654","1.0","0.290094170162245","15","4","12","0.035156250000000014","0.11846923828124997"
"group_154","","hypothetical protein","58","48","25","55","69.87951807228916","53.398058252427184","2.658333333333333","0.0017416193411306329","1.0","0.290094170162245","7","6","3","0.125","0.9999999999999998"
"group_2523","","hypothetical protein","1","14","82","89","1.2048192771084338","86.40776699029125","0.07752613240418119","0.0019434733998702363","1.0","0.290094170162245","3","1","3","0.25","1.0"
"group_1370","","hypothetical protein","80","84","3","19","96.3855421686747","18.446601941747574","6.031746031746032","0.0023164684152170937","1.0","0.290094170162245","5","4","2","0.375","1.0"
"group_2160","","hypothetical protein","83","93","0","10","100.0","9.70873786407767","inf","0.0024372955521329183","1.0","0.290094170162245","3","3","0","0.25","0.25"
"group_2343","","hypothetical protein","83","93","0","10","100.0","9.70873786407767","inf","0.0024372955521329183","1.0","0.290094170162245","3","3","0","0.25","0.25"
"group_465","","putative protein","83","93","0","10","100.0","9.70873786407767","inf","0.0024372955521329183","1.0","0.290094170162245","4","4","0","0.125","0.125"
"group_1351","","hypothetical protein","68","99","15","4","81.92771084337349","3.8834951456310676","0.18316498316498317","0.002576040813605857","1.0","0.290094170162245","4","2","4","0.125","1.0"
"group_3307","","hypothetical protein","15","4","68","99","18.072289156626507","96.11650485436894","5.459558823529412","0.002576040813605857","1.0","0.290094170162245","4","4","2","0.125","1.0"
"group_458","","hypothetical protein","23","51","60","52","27.710843373493976","50.48543689320388","0.3908496732026144","0.002709548695753642","1.0","0.290094170162245","6","2","5","0.21875000000000003","0.6875000000000002"
"group_1183","","hypothetical protein","25","54","58","49","30.120481927710845","47.57281553398058","0.39112388250319285","0.002797925980143101","1.0","0.290094170162245","7","3","7","0.015625","0.9999999999999998"
"group_3215","","hypothetical protein","9","30","74","73","10.843373493975903","70.87378640776699","0.2959459459459459","0.003386171801760156","1.0","0.290094170162245","18","6","16","0.0013122558593750002","0.23788452148437486"
"group_1943","","hypothetical protein","82","90","1","13","98.79518072289156","12.62135922330097","11.844444444444445","0.0036963817538604327","1.0","0.290094170162245","2","2","1","0.5","1.0"
"group_2118","","hypothetical protein","1","13","82","90","1.2048192771084338","87.37864077669903","0.08442776735459662","0.0036963817538604327","1.0","0.290094170162245","2","1","2","0.5","1.0"
"group_2743","","hypothetical protein","1","13","82","90","1.2048192771084338","87.37864077669903","0.08442776735459662","0.0036963817538604327","1.0","0.290094170162245","2","1","2","0.5","1.0"
"group_8866","","hypothetical protein","1","13","82","90","1.2048192771084338","87.37864077669903","0.08442776735459662","0.0036963817538604327","1.0","0.290094170162245","2","1","2","0.5","1.0"
"group_2461","","putative protein","26","14","57","89","31.32530120481928","86.40776699029125","2.899749373433584","0.004101168404979543","1.0","0.290094170162245","9","7","4","0.17968750000000003","1.0"
"group_1771","","hypothetical protein","80","85","3","18","96.3855421686747","17.475728155339805","5.647058823529412","0.0041719928593345924","1.0","0.290094170162245","4","3","2","0.625","1.0"
"group_3054","","hypothetical protein","81","88","2","15","97.59036144578313","14.563106796116504","6.903409090909091","0.004206952282212908","1.0","0.290094170162245","3","2","1","1.0","1.0"
"group_31","","hypothetical protein","81","88","2","15","97.59036144578313","14.563106796116504","6.903409090909091","0.004206952282212908","1.0","0.290094170162245","3","2","1","1.0","1.0"
"group_1959","","hypothetical protein","24","52","59","51","28.915662650602407","49.51456310679612","0.39895697522816165","0.004223841651982033","1.0","0.290094170162245","5","2","5","0.0625","1.0"
"melA","","hypothetical protein","24","52","59","51","28.915662650602407","49.51456310679612","0.39895697522816165","0.004223841651982033","1.0","0.290094170162245","5","2","5","0.0625","1.0"
"group_1371","","hypothetical protein","80","86","3","17","96.3855421686747","16.50485436893204","5.271317829457364","0.004379354229135893","1.0","0.290094170162245","3","2","2","1.0","1.0"
"group_3055","","hypothetical protein","80","86","3","17","96.3855421686747","16.50485436893204","5.271317829457364","0.004379354229135893","1.0","0.290094170162245","3","2","2","1.0","1.0"
"group_552","","hypothetical protein","80","86","3","17","96.3855421686747","16.50485436893204","5.271317829457364","0.004379354229135893","1.0","0.290094170162245","3","2","2","1.0","1.0"
"ykoD_2","","Putative HMP/thiamine import ATP-binding protein YkoD","25","53","58","50","30.120481927710845","48.54368932038835","0.4066363044892648","0.004425162652434573","1.0","0.290094170162245","6","3","6","0.03125","1.0"
"group_1186","","hypothetical protein","25","53","58","50","30.120481927710845","48.54368932038835","0.4066363044892648","0.004425162652434573","1.0","0.290094170162245","6","3","6","0.03125","1.0"
"oppC","","Oligopeptide transport system permease protein OppC","25","53","58","50","30.120481927710845","48.54368932038835","0.4066363044892648","0.004425162652434573","1.0","0.290094170162245","6","3","6","0.03125","1.0"
"group_1979","oppF_2","putative ABC transporter ATP-binding protein","25","53","58","50","30.120481927710845","48.54368932038835","0.4066363044892648","0.004425162652434573","1.0","0.290094170162245","6","3","6","0.03125","1.0"
"group_1980","","hypothetical protein","25","53","58","50","30.120481927710845","48.54368932038835","0.4066363044892648","0.004425162652434573","1.0","0.290094170162245","6","3","6","0.03125","1.0"
"group_2448","","hypothetical protein","25","53","58","50","30.120481927710845","48.54368932038835","0.4066363044892648","0.004425162652434573","1.0","0.290094170162245","6","3","6","0.03125","1.0"
"irtB","","Iron import ATP-binding/permease protein IrtB","25","53","58","50","30.120481927710845","48.54368932038835","0.4066363044892648","0.004425162652434573","1.0","0.290094170162245","6","3","6","0.03125","1.0"
"group_1012","","hypothetical protein","83","94","0","9","100.0","8.737864077669903","inf","0.004705308722480963","1.0","0.290094170162245","2","2","0","0.5","0.5"
"group_1550","btuD_1","Vitamin B12 import ATP-binding protein BtuD","83","94","0","9","100.0","8.737864077669903","inf","0.004705308722480963","1.0","0.290094170162245","2","2","0","0.5","0.5"
"group_1681","","hypothetical protein","83","94","0","9","100.0","8.737864077669903","inf","0.004705308722480963","1.0","0.290094170162245","2","2","0","0.5","0.5"
"group_637","","Protein B","83","94","0","9","100.0","8.737864077669903","inf","0.004705308722480963","1.0","0.290094170162245","2","2","0","0.5","0.5"
"rl5","","hypothetical protein","83","94","0","9","100.0","8.737864077669903","inf","0.004705308722480963","1.0","0.290094170162245","2","2","0","0.5","0.5"
"group_8944","","hypothetical protein","0","9","83","94","0.0","91.2621359223301","0.0","0.004705308722480963","1.0","0.290094170162245","2","0","2","0.5","0.5"
"group_3283","","hypothetical protein","12","3","71","100","14.457831325301203","97.0873786407767","5.633802816901408","0.005568528405752444","1.0","0.290094170162245","3","3","1","0.25","1.0"
"sbnB","","N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase","79","84","4","19","95.18072289156626","18.446601941747574","4.467261904761905","0.006291662923437627","1.0","0.290094170162245","6","4","3","0.6875000000000002","1.0"
"sbnA","","N-(2-amino-2-carboxyethyl)-L-glutamate synthase","79","84","4","19","95.18072289156626","18.446601941747574","4.467261904761905","0.006291662923437627","1.0","0.290094170162245","6","4","3","0.6875000000000002","1.0"
"group_1548","","hypothetical protein","24","51","59","52","28.915662650602407","50.48543689320388","0.4147557328015952","0.006616511402835467","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"group_2000","","hypothetical protein","25","14","58","89","30.120481927710845","86.40776699029125","2.7401477832512313","0.006807639814571912","1.0","0.290094170162245","6","5","3","0.21875000000000003","1.0"
"group_1181","","hypothetical protein","25","52","58","51","30.120481927710845","49.51456310679612","0.42274535809018565","0.0068874482499493754","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"group_1184","irtA","Iron import ATP-binding/permease protein IrtA","25","52","58","51","30.120481927710845","49.51456310679612","0.42274535809018565","0.0068874482499493754","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"group_1547","","hypothetical protein","25","52","58","51","30.120481927710845","49.51456310679612","0.42274535809018565","0.0068874482499493754","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"group_157","","hypothetical protein","25","52","58","51","30.120481927710845","49.51456310679612","0.42274535809018565","0.0068874482499493754","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"group_1981","","hypothetical protein","25","52","58","51","30.120481927710845","49.51456310679612","0.42274535809018565","0.0068874482499493754","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"group_1982","","hypothetical protein","25","52","58","51","30.120481927710845","49.51456310679612","0.42274535809018565","0.0068874482499493754","1.0","0.290094170162245","6","4","6","0.03125","0.6875000000000002"
"glcK","","Glucokinase","25","52","58","51","30.120481927710845","49.51456310679612","0.42274535809018565","0.0068874482499493754","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"nanK","","N-acetylmannosamine kinase","25","52","58","51","30.120481927710845","49.51456310679612","0.42274535809018565","0.0068874482499493754","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"gsiC_2","","Glutathione transport system permease protein GsiC","25","52","58","51","30.120481927710845","49.51456310679612","0.42274535809018565","0.0068874482499493754","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"group_3190","","hypothetical protein","25","52","58","51","30.120481927710845","49.51456310679612","0.42274535809018565","0.0068874482499493754","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"group_345","","hypothetical protein","25","52","58","51","30.120481927710845","49.51456310679612","0.42274535809018565","0.0068874482499493754","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"group_454","","hypothetical protein","25","52","58","51","30.120481927710845","49.51456310679612","0.42274535809018565","0.0068874482499493754","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"group_863","","hypothetical protein","25","52","58","51","30.120481927710845","49.51456310679612","0.42274535809018565","0.0068874482499493754","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"group_1191","","hypothetical protein","24","50","59","53","28.915662650602407","51.45631067961165","0.4311864406779661","0.0070253379153771955","1.0","0.290094170162245","5","3","5","0.0625","1.0"
"yxlF_2","","hypothetical protein","26","53","57","50","31.32530120481928","48.54368932038835","0.43032108573320094","0.007197948399115201","1.0","0.290094170162245","6","3","6","0.03125","1.0"
"group_889","","Iron-sulfur cluster carrier protein","3","16","80","87","3.614457831325301","84.46601941747572","0.20390625","0.007497622276034733","1.0","0.290094170162245","7","3","5","0.4531249999999996","0.9999999999999998"
"group_1603","","hypothetical protein","2","14","81","89","2.4096385542168677","86.40776699029125","0.15696649029982362","0.007506102748214191","1.0","0.290094170162245","6","2","4","0.6875000000000002","0.6875000000000002"
"group_2663","","hypothetical protein","2","14","81","89","2.4096385542168677","86.40776699029125","0.15696649029982362","0.007506102748214191","1.0","0.290094170162245","6","2","4","0.6875000000000002","0.6875000000000002"
"group_1518","","putative protein","60","91","23","12","72.28915662650603","11.650485436893204","0.34400382226469184","0.007733299670579416","1.0","0.290094170162245","7","3","6","0.125","0.9999999999999998"
"msbA_2","","Lipid A export ATP-binding/permease protein MsbA","63","59","20","44","75.90361445783132","42.71844660194174","2.3491525423728814","0.008602264585656414","1.0","0.290094170162245","7","5","3","0.4531249999999996","0.9999999999999998"
"sufU","","Zinc-dependent sulfurtransferase SufU","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"ilvH","","Acetolactate synthase small subunit","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_1157","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_1470","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_1491","btuD_7","Vitamin B12 import ATP-binding protein BtuD","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_1524","","putative butyrate:acetyl-CoA coenzyme A-transferase","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_1659","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"atpH_2","","ATP synthase subunit c","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_1816","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_1864","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"sgbE","","L-ribulose-5-phosphate 4-epimerase SgbE","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"prfA_1","","Peptide chain release factor 1","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"btuF_3","","Vitamin B12-binding protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_222","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_226","bchI_2","Magnesium-chelatase 38 kDa subunit","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_2325","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"rpmE2","","50S ribosomal protein L31 type B","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_280","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"mnaT","","L-amino acid N-acyltransferase MnaT","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_382","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"leuD","","3-isopropylmalate dehydratase large subunit","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_510","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"malF","","Maltose/maltodextrin transport system permease protein MalF","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"malE","","Maltose/maltodextrin-binding periplasmic protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"rbfA","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"nanT_2","","Sialic acid transporter NanT","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_63","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"yfmO","","Multidrug efflux protein YfmO","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"cobN_2","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_735","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"dmsB","","Anaerobic dimethyl sulfoxide reductase chain B","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_8","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_819","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"dmsA","","Dimethyl sulfoxide reductase DmsA","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_1702","","hypothetical protein","83","95","0","8","100.0","7.766990291262135","inf","0.009088514150760988","1.0","0.290094170162245","1","1","0","1.0","1.0"
"group_1609","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2119","iolG_4","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"dasA","","Diacetylchitobiose binding protein DasA","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2124","","Beta-xylosidase","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2143","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"dapA_3","","4-hydroxy-tetrahydrodipicolinate synthase","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2749","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2751","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2752","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2753","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2754","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2755","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2757","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2758","prmC_2","Release factor glutamine methyltransferase","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2759","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2760","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2761","","IS110 family transposase ISAar17","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2762","","IS3 family transposase IS1206","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2763","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2764","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2766","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2767","","butyrate:acetyl-CoA coenzyme A-transferase","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2770","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"lysA_2","","Diaminopimelate decarboxylase","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2772","sbnB_2","N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2773","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2774","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_2779","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","5","0","5","0.0625","0.0625"
"group_8840","ortA","2-amino-4-ketopentanoate thiolase alpha subunit","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"ulaF_1","","L-ribulose-5-phosphate 4-epimerase UlaF","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8842","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8845","rnpA","Ribonuclease P protein component","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"folE_2","","GTP cyclohydrolase 1","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8848","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8849","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8850","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8851","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8852","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8853","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8854","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8855","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8856","fhuC","Iron(3 )-hydroxamate import ATP-binding protein FhuC","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8857","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8859","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8860","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8861","andAa","Anthranilate 1,2-dioxygenase system ferredoxin--NAD( ) reductase component","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8862","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8863","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8864","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8865","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8867","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8868","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8870","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8871","iolG_2","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8872","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8873","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8874","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8875","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8876","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
"group_8877","","hypothetical protein","0","8","83","95","0.0","92.23300970873787","0.0","0.009088514150760988","1.0","0.290094170162245","1","0","1","1.0","1.0"
